overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style.Size:,style.Color:,vote,image,style.Metal Type:,,,
5,FALSE,"02 26, 2015",A1V1NVYPPXZ914,B00062NHH0,dominick fisher,"These v-neck shirts are must haves in every man's closet. They always come in handy as casual wear over jeans or as undergarment for more formal attires. the quality is good and soft and comfortable. They are a perfect fit too for normal-sized men. I am a medium, I got medium and it fit well.",One of men's must-haves,1424908800,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"02 24, 2015",AE0N60UEBKN5Q,B00062NHH0,Dick Hinkley,"Just tried one on, seems to fit quite well.  Fabric feels nice.  Hope it stays that way after washing.",Good fit,1424736000,X-Large,Black,,,,,,
4,TRUE,"02 23, 2015",A3I027SU15EOND,B00062NHH0,kevin ai,good for me,Four Stars,1424649600,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"02 23, 2015",A1WM8M327VFHML,B00062NHH0,Garrett,My favorite black v necks out there.,Five Stars,1424649600,Large,Black,,,,,,
5,TRUE,"02 23, 2015",AJ130LM5ZJEO9,B00062NHH0,Mikael Bertani,Great undershirt! Highly recommended. Nice and comfortable.,Five Stars,1424649600,Medium,White,,,,,,
5,TRUE,"02 20, 2015",A112RP8RXRWUMI,B00062NHH0,George Kovalev,Love them! First V-neck that I ever got and don't regret. The best part are the colour and the material: the colour is deep black and the material is good cotton. Going to buy another set right now.,Love them! First V-neck that I ever got and ...,1424390400,Large,Black,,,,,,
5,TRUE,"02 18, 2015",A2C575QV0SKQWL,B00062NHH0,David B.,"மற்றொரு பிராண்ட் லார்ஜ் சைஸ் வாங்கினேன், ஆனா அது சின்னதாக வெட்டிய மாதிரி இருந்தது, ரொம்ப அசௌகரியம். கால்வின் கிளைன் லார்ஜ் சைஸ் சரியாகப் பொருந்துகிறது. என் ஹைட் 5'9"", எடை 188 lbs.",Love CK V-Neck Ts,1424217600,Large,White,,,,,,
5,TRUE,"02 16, 2015",A3S1PH0WTENQDZ,B00062NHH0,Richard Ryan,"Nice, well-constructed garment using very good materials.  I have worn this model for years ang go back to them as now trusted.  They do tend to thin out after several years light use, washing every week.","Nice, well-constructed garment using very good materials",1424044800,Large,White,,,,,,
4,TRUE,"02 16, 2015",A39ZXN06R8UBQ0,B00062NHH0,Jay Williams,"Nice white tees, good quality cotton lasts long",nice teesgood quality,1424044800,Medium,White,,,,,,
5,TRUE,"02 16, 2015",A3INTNU58P0GZI,B00062NHH0,Todd Burmeister,Perfect! They are nice and long so no worries about that.,Five Stars,1424044800,Large,White,,,,,,
5,TRUE,"02 16, 2015",AH70S6VCA3S0I,B00062NHH0,joe_m_82,"Great T shirt, I love it.",Five Stars,1424044800,Small,White/Black/Heather Grey,,,,,,
5,TRUE,"02 15, 2015",A1L78A2N2VBSUC,B00062NHH0,Debra L. Kusek,"Bought these for my husband, he loves CK t-shirts. Soft and not too thick, hold up nicely to washing.",Love CK T-Shirts,1423958400,Large,Black,,,,,,
4,TRUE,"02 14, 2015",AI675D5R4XWXP,B00062NHH0,Terence C.,Good quality and comfortable,Four Stars,1423872000,Medium,Blue Depths,,,,,,
4,TRUE,"02 14, 2015",A12TR1RTTAD1Q5,B00062NHH0,MARTA RUKAJ,Nice shape,Four Stars,1423872000,Large,Black,,,,,,
5,TRUE,"02 14, 2015",A24XXEH9BJPAGV,B00062NHH0,John W.,"Enjoy the fit, weight of fabric and quality",Five Stars,1423872000,Large,White,,,,,,
5,TRUE,"02 12, 2015",A3RZUQUR373TUT,B00062NHH0,Vaughn A. DeCoster,"Smooth, soft t-shirts, long so they stay tucked in.",Five Stars,1423699200,Medium,White,,,,,,
4,TRUE,"02 10, 2015",A3AFXRIGFC5JZJ,B00062NHH0,H. Wang,"shrink after wash, always take that into consideration!",Four Stars,1423526400,Medium,White,,,,,,
5,TRUE,"02 09, 2015",A8GLP6MD1YRML,B00062NHH0,fernanda,Nice,Five Stars,1423440000,Medium,Black,,,,,,
5,TRUE,"02 08, 2015",A1F6NNG4AY84AS,B00062NHH0,Cool Dude,I love the feel of these tees. They fit just as I was expecting them to. hopefully they will last a while because i like wearing these as more of a casual look like an everyday tee.,I love these shirts.,1423353600,Large,White,,,,,,
5,TRUE,"02 07, 2015",A15HI1GKYHP609,B00062NHH0,Aaron Shaver,"I've been wearing these shirts for years. They are the perfect around-the-house, comfortable shirt, and they're more stylish IMO than a typical white t-shirt. The cotton is soft and feels great. They have double stitching and have stood up to lots of machine washing. I love that there's no paper/plastic tag: the printed one inside the shirt is genius. My shirts have ""Made in Haiti"" on them FWIW.","Comfortable, stylish, and sturdy",1423267200,Large,Black,2,,,,,
5,TRUE,"02 07, 2015",AO3866PGWJ9Q3,B00062NHH0,Gregory Johnson,"Great Shirt Fits perfect, fast and reliable seller/shipper.",Five Stars,1423267200,Large,White,,,,,,
5,TRUE,"02 07, 2015",AOKJWXLAEK9P7,B00062NHH0,John George Peppers,"Comfortable, looks good, hard to find anything to complain about.",Five Stars,1423267200,Large,Black,,,,,,
3,TRUE,"02 02, 2015",ATXWJVVQ8TXBW,B00062NHH0,Allister Higgins,"Loose, hopefully shrink a bit in the wash",Three Stars,1422835200,X-Large,White,,,,,,
5,TRUE,"02 01, 2015",A3RNKUYBWT241C,B00062NHH0,32richard,nice t-shirt.,Five Stars,1422748800,X-Large,Black,,,,,,
5,FALSE,"01 28, 2015",A3GPDSIT5R2JD8,B00062NHH0,Adi Ruvolo,LOVE these.  Cannot go back to any other brand after having these against my skin.  Great purchase!,LOVE these. Cannot go back to any other brand ...,1422403200,Large,Black,,,,,,
4,TRUE,"01 28, 2015",AV51R0G48M12U,B00062NHH0,Michael Roark,"very comfortable.  good for lounge wear, sleep wear, or to the gym",very comfortable. good for lounge wear,1422403200,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"01 27, 2015",A2UQPVG8LDZCUC,B00062NHH0,Euclides Marin,fits very well,Five Stars,1422316800,X-Large,Black,,,,,,
2,TRUE,"01 25, 2015",A2RBAZ5MHSFLW5,B00062NHH0,little Li,"too large,","too large,",1422144000,X-Large,White,,,,,,
5,TRUE,"01 24, 2015",AY1WMDJRN0D38,B00062NHH0,Cindy Hernandez,These V-neck shirts can and will transform almost any outfit into one which kicks ass. I was surprised as to how well they fit for the price.,Love them!,1422057600,Medium,Black,,,,,,
4,TRUE,"01 24, 2015",A6WMVU8J9DZU,B00062NHH0,taylor,Fit as expected !,Four Stars,1422057600,Large,White,,,,,,
5,TRUE,"01 22, 2015",A1XGFY7TQNR2OV,B00062NHH0,Patrick W. Rafferty,"Good length. Good quality. Sometimes t shirts can be too short, especially after a little shrinking in the wash.",Five Stars,1421884800,X-Large,White,,,,,,
5,TRUE,"01 21, 2015",A1MDHBG1L03LCG,B00062NHH0,pepeot,100% OK,Five Stars,1421798400,Medium,White,,,,,,
4,TRUE,"01 20, 2015",A1SYX6NSXKBJVV,B00062NHH0,SerJ,Good quality and softness but too big. Returning for smaller size,Four Stars,1421712000,Medium,White,,,,,,
5,TRUE,"01 20, 2015",A2NWG2TFQ253NR,B00062NHH0,Sarah Uzarski,Gift for brother in law.,Five Stars,1421712000,Large,White,,,,,,
4,TRUE,"01 18, 2015",A4RL4B8YKQORY,B00062NHH0,yangjie,"Very good,physical and pictures the samemy husband like it.","Very good, physical and pictures the samemy husband like it",1421539200,Large,Black,,,,,,
5,TRUE,"01 16, 2015",A2U0QGV42PNQZA,B00062NHH0,HL,the price was great.,Five Stars,1421366400,Medium,White,,,,,,
5,TRUE,"01 16, 2015",A2MFYDI7ZUILU9,B00062NHH0,sumanth budugu,I love the fabric,Five Stars,1421366400,Medium,White,,,,,,
3,TRUE,"01 15, 2015",AFOLLYX80MDZF,B00062NHH0,jindrich kadlec,It is not worth the money. I found $7 per T-shirt better product. Heavier more durable material. The V neck is too big. After 2 - 3 wash the T-shirt let loose its form.,I found $7 per T-shirt better product. Heavier more durable material,1421280000,Medium,Black,,,,,,
3,TRUE,"01 14, 2015",AB2PLFLMFXYFV,B00062NHH0,menghaoff,too fittoo long,Three Stars,1421193600,Small,White/Black/Heather Grey,,,,,,
4,TRUE,"01 14, 2015",A2EVBXTFY98NZ4,B00062NHH0,AlenRein,Nice fit and texture. A classic package with CK brand on it.,CK products are always good!,1421193600,Medium,Black,,,,,,
1,TRUE,"01 13, 2015",AQ4WYO1VUHKI0,B00062NHH0,Caoxie Zhang,There are two holes after washing. See photos below.,Really bad quality after washing,1421107200,Medium,White,38,"['https://images-na.ssl-images-amazon.com/images/I/51C2A0zV-KL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yOIb7bqlL._SY88.jpg']",,,,
5,TRUE,"01 13, 2015",A3HMKQDPCNWPD5,B00062NHH0,Susan Duong,My Husband really like his V-Neck T-Shirts,Five Stars,1421107200,Medium,White,,,,,,
4,TRUE,"01 12, 2015",A156FQQAGC1A3F,B00062NHH0,ZENG WEI,"a little bit large . will send to my father , thanks anyway","a little bit large , will need L size next time",1421020800,Large,Black,,,,,,
4,TRUE,"01 09, 2015",A1GSNC4VOMMX1R,B00062NHH0,Jorge,very good,very good,1420761600,Small,Black,,,,,,
3,TRUE,"01 08, 2015",AYI2B6CVQAXMX,B00062NHH0,Kong Bo,good quality,Three Stars,1420675200,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"01 08, 2015",A3VBFZKWDUCT6P,B00062NHH0,wanglin,Comfortable.,Five Stars,1420675200,Medium,Black,,,,,,
4,TRUE,"01 07, 2015",A1PGM0SS94R8W9,B00062NHH0,Jack,My husband like pannaar. But konjam big ah irukku.,Four Stars,1420588800,Medium,Black,,,,,,
4,TRUE,"01 07, 2015",A2WKADXI9DOIOG,B00062NHH0,Nix Laone,Love these shirts.  Comfortable and fit well.,Four Stars,1420588800,X-Large,White,,,,,,
5,TRUE,"01 06, 2015",A1L0VYBZWR3G7I,B00062NHH0,sam,"somewhat large,but It's good T-Shirt",large,1420502400,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"01 05, 2015",A32KCINVKU58B,B00062NHH0,Dany,I love it!,Five Stars,1420416000,X-Large,White,,,,,,
5,TRUE,"01 04, 2015",A1L7G5AUQGZDNG,B00062NHH0,Zachary Patterson,"I have always wore Hanes for under shirts. They always shrank after they dried. So I picked up these gems and they fit great, they don't shrink after washing as much and they look great enough to wear as just a shirt for the day. Exceed my expectations by far.",Great shirt,1420329600,Large,Black,,,,,,
5,TRUE,"01 03, 2015",A3MHPHG2R0H1ZR,B00062NHH0,Peng jianlin DOMRE,GREAT! GRREAT! GREAT! I LIKE IT!,GREAT! GRREAT,1420243200,Medium,Black,,,,,,
5,TRUE,"01 03, 2015",A31DPURG5EUK9L,B00062NHH0,brambles,"Happy with my purchase.,  I especially like the texture and smooth feel of the cotton.",Nice shirts,1420243200,Large,White,,,,,,
1,TRUE,"01 03, 2015",A2Z93VKKLA899N,B00062NHH0,GAO XIANG,Clothes are too large Can only be thrown away,One Star,1420243200,Large,White,,,,,,
4,TRUE,"01 02, 2015",A16ADOAHFJK8VM,B00062NHH0,guomalove,"but what I received was 2-pack,there was no black one!",Comfortable!,1420156800,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"01 01, 2015",A24QBE2BZ79T,B00062NHH0,Jamie,"I am  6' 2""  with a tall and slender build and weight 185 pounds. The shirts fight me well, but are a little big in the neck area for me. I would assume the shirt would fit an average man better than me.  I would buy these again and these did not shrink when washed and dried 100%.",I would assume the shirt would fit an average man better than me,1420070400,Medium,White,,,,,,
5,TRUE,"12 31, 2014",A1YE7DO6B78EXC,B00062NHH0,QQcool010,"Its not very good,large",Five Stars,1419984000,Large,Black,,,,,,
4,TRUE,"12 31, 2014",A1JGD0ILEKO5V0,B00062NHH0,Peggy0826,"Like the shirts, just chose the wrong size by mistake.",Four Stars,1419984000,X-Large,White,,,,,,
5,TRUE,"12 31, 2014",AMLQQ3EPOHQC9,B00062NHH0,M. Mark,"Something about this 100% cotton feels a lot nicer than the average 100% undershirt you might find. I never really cared about undershirts (other than that they be 100% cotton) but after getting this one, I threw away all my other ones and got more of these. Still happy with them a year later.",Great undershirts,1419984000,Large,White,,,,,,
5,TRUE,"12 30, 2014",A31DP633QBSPOJ,B00062NHH0,jaime heitmann,The best,Five Stars,1419897600,Large,White,,,,,,
4,FALSE,"12 30, 2014",A1OA739IG7SLRS,B00062NHH0,YANG FEI,too large,Four Stars,1419897600,Small,White/Black/Heather Grey,,,,,,
5,TRUE,"12 29, 2014",A2D06GPMUFLN8B,B00062NHH0,Claylton Zanlorenci Junior,Great Seller and product!,Five Stars,1419811200,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"12 28, 2014",A1A5IQ72Z7RGC8,B00062NHH0,Anne Terrell,Taikored well enough to be worn as a t-shirt or undershirt.,Five Stars,1419724800,Medium,Black,,,,,,
3,TRUE,"12 28, 2014",A3GPQDKSKOUC23,B00062NHH0,jc,the xl is cut for a fat person,Runs wide,1419724800,X-Large,White,,,,,,
5,TRUE,"12 26, 2014",A1RRFWKQ6AQOT9,B00062NHH0,N. Buehler,These under shirts fit perfectly and are very soft and comfortable.  Love them!,... under shirts fit perfectly and are very soft and comfortable. Love them,1419552000,X-Large,White/Black/Heather Grey,,,,,,
5,TRUE,"12 26, 2014",A3OM0NO07UT7R7,B00062NHH0,Janice Wiegartner,"Fitso perfect, washeso great!",perfect tee shirts,1419552000,X-Large,White,,,,,,
5,TRUE,"12 25, 2014",A267I1R1SJ8FT3,B00062NHH0,dievtano,"Good quality I always wear L and I bought M based on other reviews. M fits percect (on the small side, but perfect). I'm 176 cm and 83 Kg.","Go one size down, excellent.",1419465600,Medium,White,,,,,,
2,TRUE,"12 24, 2014",A2RAR0ZD5GXKJU,B00062NHH0,fengqiming,too large,Two Stars,1419379200,Large,Black,,,,,,
1,TRUE,"12 23, 2014",A5K2C080HCFU0,B00062NHH0,Adnan,I ordered the v nick style but the one I received is round.  I hated it,I hated it,1419292800,Medium,White,,,,,,
1,TRUE,"12 22, 2014",A2I4NANLCNSXO6,B00062NHH0,DONGXING ZHANG,too large,One Star,1419206400,Medium,White/Black/Heather Grey,,,,,,
4,TRUE,"12 22, 2014",A28OMVSZM68SXA,B00062NHH0,J.P. Iriarte,Great,Four Stars,1419206400,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"12 21, 2014",A2N6N2OQ6GPZFS,B00062NHH0,M. Martin,THERE'S NOT A LOT TO SAY OTHER THAN THE ITEM IS WELL PRICED & ARRIVED PROMPTLY,Five Stars,1419120000,X-Large,White/Black/Heather Grey,,,,,,
4,TRUE,"12 21, 2014",A6LIWAGJ1JNVI,B00062NHH0,Gary,I normally spend a lot more on Calvin Klein so was incredibly pleased to be able to get them at such good value.,Great value,1419120000,X-Large,White,,,,,,
5,TRUE,"12 21, 2014",A1LNADMJWSZ5QO,B00062NHH0,D. kahle,none is better.,great buy,1419120000,Medium,White,,,,,,
4,TRUE,"12 17, 2014",A23Y7EPQM32SNJ,B00062NHH0,TimeGG,"i bought ""s"", my Chest is 40, it's a little long.","good,",1418774400,Small,White,,,,,,
5,TRUE,"12 16, 2014",A1B74EYX4BNDQJ,B00062NHH0,zavier,nice,Five Stars,1418688000,Small,White/Black/Heather Grey,,,,,,
5,TRUE,"12 16, 2014",AHIGXSH0OWIZH,B00062NHH0,Alex F,"Fits as expected, Solid Product",Classic Standard,1418688000,Large,White,,,,,,
5,TRUE,"12 16, 2014",A1359O7EQG90SL,B00062NHH0,Pamela Koop,husband loved them.,Great Fit,1418688000,Large,Black,,,,,,
4,TRUE,"12 16, 2014",A247DGX9O50ILT,B00062NHH0,George K.,Very soft and comfortable.,Four Stars,1418688000,Large,Black,,,,,,
5,TRUE,"12 14, 2014",A1XSY8NFCS7V68,B00062NHH0,K. Nichols,"Fits, looks nice and cheap.",looks nice and cheap,1418515200,X-Large,Black,,,,,,
5,TRUE,"12 14, 2014",AXR2T6VCS8YX5,B00062NHH0,Debbie Riggert,"அருமை தான், ஆனா கொஞ்சம் பெரியதாக இருக்கு.",Shirts,1418515200,Medium,Black,,,,,,
5,TRUE,"12 13, 2014",AQVQJDB5BMVHH,B00062NHH0,pyizhe,"சரியான நேரத்திலே வந்தது. நல்லா பொருந்துகிறது. வென்ட்ஸ் நல்லா வேலை செய்கிறது, எனது பழைய ஹாட்டை விட குளிர்ச்சியாக இருக்கு. இன்னும் நீடித்துப் போகுமா என்று சொல்ல முடியாது, ஆனா நீண்ட நாட்களுக்கு இருக்கும் என நம்புகிறேன். குவாலிட்டி ரொம்ப நல்லது போல தெரிகிறது.",Five Stars,1418428800,Large,White/Black/Heather Grey,,,,,,
3,TRUE,"12 13, 2014",A2H3XO8MXSKGL3,B00062NHH0,Lucy,okay,Three Stars,1418428800,X-Large,White/Black/Heather Grey,,,,,,
5,TRUE,"12 12, 2014",A1NMG19LJMYLUD,B00062NHH0,pv,great quality for very low money. i wear them daily.,Five Stars,1418342400,Large,Black,,,,,,
5,TRUE,"12 11, 2014",AS9G5RZOEQJD,B00062NHH0,vicky2012,it is comfortable,Five Stars,1418256000,Large,White/Black/Heather Grey,,,,,,
4,TRUE,"12 10, 2014",A38JCV01H0BTQ4,B00062NHH0,Susannah Danna,"Good quality dhaan, but expected kitta vida romba shrink aayiduchu. So fit aagala… maybe naan expect panna vendiyadhu thaan.?",Four Stars,1418169600,Medium,White/Black/Heather Grey,,,,,,
4,TRUE,"12 9, 2014",A3CLETIVRKVEOV,B00062NHH0,Alan W. Gelman,as expected,Four Stars,1418083200,Medium,White/Black/Heather Grey,,,,,,
2,TRUE,"12 8, 2014",A1VSW1CP496WAI,B00062NHH0,Nie shuang kai,It's M?,Too large,1417996800,Medium,White/Black/Heather Grey,,,,,,
3,TRUE,"12 8, 2014",A188NXYRG7DY4O,B00062NHH0,oruh,Por quality,Three Stars,1417996800,Medium,Blue Depths,,,,,,
4,TRUE,"12 7, 2014",A2KHEKSZE01JCL,B00062NHH0,Karen,"These undershirts have held their shape and their color in the wash, They are comfy and look good enough to be worn as regular t-shirts.",Robust Quality,1417910400,Medium,White,,,,,,
5,TRUE,"12 6, 2014",APQ1STP3EEJIZ,B00062NHH0,That Guy,Worth the extra money over cheaper T shirts,Worth the extra money!,1417824000,Small,Black,,,,,,
2,TRUE,"12 6, 2014",A13YKJH4RPO8OF,B00062NHH0,Yu Sun,I don't like it at all and I return to Amazon without any heisitate,Made of Haiti and look like used,1417824000,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"12 6, 2014",A1HP8E4507SVID,B00062NHH0,JHD,"These shirts fit very nice and they are very comfortable as well. Have been washed approx. 20-30 times and they are not at all balled up or showing any signs of wear. I have these in other colors as well and they are just as good. If you need or want a nice v-neck t-shirt, look no further.",Great shirts,1417824000,Large,White,,,,,,
5,TRUE,"12 2, 2014",A2O97565TDNCEP,B00062NHH0,SFearthquake,Just so easy.  Awesome.,Love them,1417478400,Large,White,,,,,,
5,TRUE,"12 1, 2014",A3PR4KDLXAV2NR,B00062NHH0,Aranga,Fits Perfectly and Feels Very Comfortable,Fits Perfectly and Feels Very Comfortable,1417392000,Medium,Blue Depths,,,,,,
5,TRUE,"11 30, 2014",ADJNY4NL5R7HB,B00062NHH0,Informal,Nice thickness of shirts. Double stitched hems. Fit well. Would recommend.,Five Stars,1417305600,Large,Black,,,,,,
5,TRUE,"11 30, 2014",AIF8F2VKQNQCZ,B00062NHH0,Marls,"There's enough sleeve holes for each of my arms. The quality is ok, the V is not too low. Overall satisfied.",Normal shirts,1417305600,Small,Black,,,,,,
3,TRUE,"11 29, 2014",A335IDR0JBK69O,B00062NHH0,The Eric,"I was expecting similar quality with the CK 365 undershirt I had. These are not! They run way too large to begin with. I am 5'10"" and at ~170 lbs, typically wear size M, but boy these are more like L. I wasn't impressed with the material either. The 365 version wears very closely to the body, and you don't really feel you're wearing an undershirt. Also they had a slight yellowish tint which I didn't like either. All in all, I ended up with returning them and got 6-pack Kirkland from Costco for $20 - a purchase that I am pretty happy about.",Not the 365 version I had before,1417219200,Small,White,,,,,,
5,TRUE,"11 29, 2014",A10EKG62COX26A,B00062NHH0,Terence,"I have already ordered a smaller size, but it seems still large to me, I should probably order a smaller size than that of this one.",its a lil bit Large,1417219200,Medium,White/Black/Heather Grey,,,,,,
4,TRUE,"11 28, 2014",ACKICSS9UR6TK,B00062NHH0,Gerson Solano,"Somewhat large, but great",@sgerson91,1417132800,Small,Black,,,,,,
5,TRUE,"11 27, 2014",AAK4EXLYIE5KM,B00062NHH0,Rachel Obbard,Great for my slim fit boy!,Five Stars,1417046400,Medium,Black,,,,,,
4,TRUE,"11 27, 2014",A37E0K123HDUS4,B00062NHH0,Cliente de Amazon,nice and fresh,Four Stars,1417046400,Medium,Black,,,,,,
5,TRUE,"11 27, 2014",A14UEJ9V5VDGII,B00062NHH0,Richard,"Just as descrived, nice softh fabric.",nice softh fabric,1417046400,X-Large,White/Black/Heather Grey,,,,,,
4,TRUE,"11 25, 2014",AS3R7TTRQIIFF,B00062NHH0,Jun,It's different with the one I got from ck store. Not sure why.,Four Stars,1416873600,Medium,White,,,,,,
4,TRUE,"11 22, 2014",A3IST5SDKY9HEX,B00062NHH0,Gwagon,often times i get 3 packs and all the shirts are different lengths.  these were all around the same length and the material is soft and comfortable.,these were all around the same length and the material is soft and comfortable.,1416614400,Large,Black,,,,,,
5,TRUE,"11 22, 2014",A25ZJPPLUY6GRH,B00062NHH0,jonamet_C,it's a little bit big,Five Stars,1416614400,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"11 21, 2014",A1U9Z1M66XW6PU,B00062NHH0,Smiling Frog Reviews,"I bought these at Costco years ago, and loved them.  Costco of course no long carries them, so I was very happy to see I could get some new ones on Amazon. They cost a little more on Amazon than they did at Costco, but they were worth it to me.",Great undershirts,1416528000,Large,White,,,,,,
5,TRUE,"11 20, 2014",A2LV22H5LJZ6JT,B00062NHH0,Xiaodan Zhao,very good,Five Stars,1416441600,Large,White,,,,,,
5,FALSE,"11 19, 2014",A23AN4ILNKRG1A,B00062NHH0,wangyu,It's very good,It's very good,1416355200,Small,White/Black/Heather Grey,,,,,,
5,TRUE,"11 19, 2014",A3VO99EDNGBTY7,B00062NHH0,Debbie Cardwell,I went to Hawaii and needed some darker light weight shirts. THESE ARE PERFECT and fit well. (maybe a little tiny bit larger but that is fine) I would buy this again and made a good purchase at a great price. (I am a female large on top) Love the v-neck too!,COOL AND COMFORTABLE,1416355200,X-Large,Black,,,,,,
4,TRUE,"11 19, 2014",A19ZFL6IP8YEYU,B00062NHH0,Maskie Jim,They are light and cool for our weather.,Four Stars,1416355200,Large,Blue Depths,,,,,,
4,TRUE,"11 19, 2014",A3QWJTV2ZA1T2Q,B00062NHH0,S. Olson,"My husband goes through quite a lot of these tshirts. I noticed the last time I ordered, they came out of the dryer (with an all white load of clothes) with a  pinkish tint. He used them anyway and I continued to wash them. Eventually that tint went away. I ordered 3 packs this time. 2 were made in Bangladesh and one in Haiti. Sure enough, after I threw them in the dryer to fluff up, all 3 of the Haiti-made shirts had the pink tint, while the Bangladesh ones were still white. Who knows....",This is strange...,1416355200,Large,White,,,,,,
3,TRUE,"11 19, 2014",A1R4B03RTGP4CF,B00062NHH0,HPhotoEng,"They are a bit looser than I had expected, but bose I washed them once, they fit better.",they fit better.,1416355200,Large,Black,,,,,,
5,TRUE,"11 15, 2014",A33YJP1Q8TK92Z,B00062NHH0,Terri Hillyer,"Great fit, works great under dress shirt due to the thin nature of the shirt. The V-neck isn't to deep, washed up very well, no shrinkage, or wrinkles.","Great fit, works great under dress shirt due to ...",1416009600,Large,White,,,,,,
3,TRUE,"11 14, 2014",A31UDTZPEDJGB6,B00062NHH0,Alejandro,"The quality in general is good, the fit okay, but they are too large",Good Quality but a bit too large,1415923200,Medium,White/Black/Heather Grey,,,,,,
5,TRUE,"11 14, 2014",A22DIQ5J0OIM5P,B00062NHH0,ThinkerPoet,Good quality and fit as expected. Very nice shirts for the price.,Five Stars,1415923200,Large,Black,,,,,,
3,TRUE,"11 13, 2014",A26VUUDNMXZWYA,B00062NHH0,Gary,"size is ok, and very comfortable.",comfortable,1415836800,Medium,Black,,,,,,
1,FALSE,"11 13, 2014",A34PIT6FEG5QDQ,B00062NHH0,Andres,T-shirts are not the size expected for a size L. They are too big!,T-shirts are not the size expected for a size L. They are too big!,1415836800,Large,Black,,,,,,
5,TRUE,"11 11, 2014",AMD6WSJVRMCKI,B00062NHH0,Heidi,The fabric is not good,Five Stars,1415664000,Medium,White,,,,,,
5,TRUE,"11 10, 2014",A26F3EOHDQNBRE,B00062NHH0,Paul E. DeVoe,These shirts fit perfectly and are a great buy.,A great buy,1415577600,Large,White,,,,,,
1,TRUE,"11 8, 2014",A3I303C1JHQKC5,B00062NHH0,jose ubiera,To large for me,One Star,1415404800,X-Large,Blue Depths,,,,,,
4,TRUE,"11 7, 2014",A26VDI20ZS6KO8,B00062NHH0,Joshua Bingham,"Great fabric and weight. If I reorder I'll get a size smaller. I'm 6'5"" and 235 and I felt like these were a little too baggy. Ilk see how they do after I wash them.",Great fabric and weight,1415318400,X-Large,White,,,,,,
5,TRUE,"11 7, 2014",A3JSWDS03CCB4V,B00062NHH0,Chris-Daveeda Meyers,"I bought several sets for my husband, who's very particular about fabric texture. They're soft and just the right weight for ""loungewear""...not too thick or too thin and they hold their shape well after washing or drying. He loves them.","Perfect for ""lounging about the house!""",1415318400,Large,Black,,,,,,
5,TRUE,"11 6, 2014",A2NN81EGYW9N5Q,B00062NHH0,K. Goff,Quality and fit are fine and I am pleased with the product.,Five Stars,1415232000,Medium,White,,,,,,
5,TRUE,"11 6, 2014",A1NFGFWF7QMRXT,B00062NHH0,Seadesire,Excellent fit and value.,Five Stars,1415232000,Large,White,,,,,,
5,TRUE,"11 6, 2014",A3NY7825AYJTU7,B00062NHH0,globalwarrior,"This is the undershirt I've been buying for almost ten years now. Was on a business trip with no time to send out laundry and had to order new underwear. Shirts and shorts arrived on time and were just as expected: soft, treated cotton, form-fitting cut and no bunching or noticeable seams. Prime is worth every penny.",Good fit/nice feel,1415232000,Large,Black,,,,,,
4,TRUE,"11 5, 2014",A2AJNLI3V5O27F,B00062NHH0,BobLoblawLawBlog,"These shirts are a bit too big and baggy. Should have gone with a medium.
Good quality though. Very soft.",Good quality though,1415145600,Large,White,,,,,,
5,TRUE,"11 5, 2014",A3J0BCECP2JQ8L,B00062NHH0,silience but not lonly,"a very good purchasing exeprience,which beyond my expection.","good,quality and fit very well",1415145600,Medium,Black,,,,,,
5,TRUE,"11 4, 2014",A2UTF9DOQPKB4D,B00062NHH0,vc0069,Nice T-Shirt. So softy.,Five Stars,1415059200,Medium,Blue Depths,,,,,,
4,TRUE,"11 4, 2014",A2BG0ALTB4SX04,B00062NHH0,jiazhixing,good,Four Stars,1415059200,Medium,White/Black/Heather Grey,,,,,,
4,TRUE,"11 4, 2014",A18WXOI8ZTZP00,B00062NHH0,C. AREVALO,good,good,1415059200,Medium,Black,,,,,,
3,TRUE,"11 4, 2014",AZ120BRJPBG62,B00062NHH0,Zos,It's okay,Three Stars,1415059200,Small,White/Black/Heather Grey,,,,,,
1,TRUE,"11 3, 2014",A1FWPEPU3X4KCL,B00062NHH0,Vincent M. Patella,"One washing and they shrank way way too much.  Good only for seeing if you can hit a trash can with a wadded up t-shirt, which is where they went.  3 for 3.  Swish!  Swish!  Swish!",They shrank,1414972800,Large,White,,,,,,
2,TRUE,"11 3, 2014",AU95WLF97T4B0,B00062NHH0,Peter C.,They were very large and could not be worn as an undershirt,Two Stars,1414972800,Large,White,,,,,,
